-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1998 through 12/31/2009 
Location: Latitude  47.0   Longitude -95.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 438.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,PRECTOTCORR,RH2M,WS10M
2002,1,12,2.05,-3.76,0.01,81.06,6.16
2002,1,13,1.64,-4.39,0.01,79.25,6.18
2002,1,14,0.89,-5.2,0.15,89.44,3.09
2002,1,15,1.56,-9.39,0.15,82.38,5.53
2002,1,16,1.46,-9.52,0.34,89.31,3.33
2002,1,17,1.42,-12.58,0.18,82.19,6.78
2002,1,18,1.82,-16.84,0.09,76.25,5.8
2002,1,19,1.57,-10.1,0.59,79.44,7.76
2002,1,20,1.35,-12.08,0.58,75.06,2.56
2002,1,21,1.51,-9.39,0.34,97.25,4.02
2002,1,22,1.27,-7.04,0.18,94.25,5.25
2002,1,23,1.78,-15.17,0.02,82.31,5.24
2002,1,24,1.83,-12.1,0.07,91.31,3.72
2002,1,25,1.66,-4.76,0.12,88.38,5.74
2002,1,26,1.41,-8.31,0.0,78.88,3.35
2002,1,27,0.79,-9.88,0.37,84.81,6.6
2002,1,28,2.03,-17.11,2.77,79.5,7.23
2002,1,29,2.12,-16.74,1.3,83.94,3.43
2002,1,30,2.65,-13.95,0.1,89.25,2.16
2002,1,31,2.58,-12.52,0.05,91.5,2.35
2002,2,1,2.8,-13.19,0.04,80.19,3.66
2002,2,2,1.94,-9.31,0.12,94.06,5.87
2002,2,3,2.74,-14.74,0.02,87.25,7.2
2002,2,4,2.78,-13.51,0.01,79.75,5.92
2002,2,5,2.69,-7.73,0.01,86.62,4.93
2002,2,6,2.8,-2.08,0.02,88.31,7.8
2002,2,7,2.09,-0.99,0.02,86.94,5.0
2002,2,8,2.39,-1.76,0.02,91.5,5.0
2002,2,9,1.52,-2.92,0.54,88.88,9.57
2002,2,10,3.07,-7.73,0.01,80.94,4.96
2002,2,11,2.72,-0.92,0.31,71.62,12.54
2002,2,12,3.39,-8.92,0.07,69.06,8.87
2002,2,13,3.25,-1.96,0.0,70.62,6.6
2002,2,14,2.13,-0.48,0.11,77.62,5.14
2002,2,15,2.29,-0.59,0.03,81.38,6.95
2002,2,16,2.36,-1.56,0.07,81.69,6.92
2002,2,17,3.37,-1.2,0.0,77.75,7.73
2002,2,18,3.26,2.26,0.18,81.75,4.27
2002,2,19,1.79,0.15,2.53,87.38,6.6
2002,2,20,2.93,-1.43,0.05,76.38,6.94
2002,2,21,3.78,-3.23,0.0,59.44,3.39
2002,2,22,1.49,-1.23,0.16,70.25,5.81
2002,2,23,1.7,0.44,0.72,85.88,5.31
2002,2,24,2.77,-6.72,1.39,76.44,7.71
2002,2,25,2.96,-11.71,0.53,77.25,8.15
2002,2,26,3.77,-11.95,0.25,71.12,8.89
2002,2,27,3.59,-11.55,0.06,69.56,4.71
2002,2,28,4.02,-13.27,0.02,68.88,8.34
2002,3,1,4.01,-16.41,0.0,65.19,3.11
2002,3,2,4.1,-15.85,0.01,63.81,6.43
2002,3,3,4.47,-18.72,0.02,63.69,6.53
2002,3,4,3.04,-11.56,0.66,76.88,5.1
2002,3,5,3.78,-9.39,0.48,76.06,3.39
2002,3,6,4.24,-13.2,0.84,62.75,5.34
2002,3,7,1.73,-12.91,6.51,79.25,5.77
2002,3,8,1.15,-7.34,6.48,90.69,5.7
2002,3,9,3.73,-11.57,4.3,87.12,12.78
2002,3,10,4.18,-13.16,0.64,77.31,5.6
2002,3,11,3.91,-9.95,0.11,83.25,3.01
2002,3,12,3.25,-1.56,4.0,89.62,7.73
2002,3,13,4.57,-5.12,0.12,75.44,6.45
2002,3,14,2.61,-5.69,3.71,82.31,6.26
2002,3,15,5.22,-4.58,0.07,70.25,3.73
2002,3,16,5.04,-3.19,0.0,73.62,4.27
2002,3,17,3.46,-1.84,1.45,81.56,5.05
2002,3,18,2.38,-0.85,1.28,84.94,3.53
2002,3,19,5.27,-5.7,0.02,64.88,5.16
2002,3,20,4.78,-10.9,2.18,73.38,6.27
2002,3,21,5.17,-12.85,0.14,69.75,9.55
2002,3,22,5.59,-8.05,0.0,68.38,8.29
2002,3,23,5.2,-6.88,0.04,71.69,6.33
2002,3,24,6.0,-10.76,0.76,68.12,5.69
2002,3,25,6.11,-9.04,0.19,74.44,2.73
2002,3,26,6.06,-4.35,0.56,73.88,3.2
2002,3,27,5.75,0.88,0.6,69.44,8.08
2002,3,28,3.91,3.29,0.99,68.88,8.3
2002,3,29,4.07,1.39,0.07,68.31,6.71
2002,3,30,3.14,-0.59,0.2,60.38,7.73
2002,3,31,3.41,-3.47,0.27,59.88,5.75
2002,4,1,4.35,-1.35,3.57,70.75,3.47
2002,4,2,3.81,-2.9,1.95,71.69,7.4
2002,4,3,4.14,-4.63,0.09,67.44,4.95
2002,4,4,4.54,-4.22,0.09,68.0,2.61
2002,4,5,4.84,-3.95,0.0,66.62,3.79
2002,4,6,2.21,1.32,0.1,62.31,9.35
2002,4,7,5.18,3.72,0.03,73.06,4.95
2002,4,8,2.81,1.4,0.03,71.94,5.3
2002,4,9,4.49,3.2,2.76,69.06,2.82
2002,4,10,2.1,2.1,10.36,93.56,6.97
2002,4,11,2.76,3.65,0.2,89.25,3.37
2002,4,12,6.19,9.6,0.42,69.44,4.19
2002,4,13,3.98,11.62,0.07,68.44,7.88
2002,4,14,5.94,13.65,1.29,66.88,6.11
2002,4,15,5.94,15.75,0.52,65.31,3.7
2002,4,16,3.56,19.22,6.88,80.06,8.73
2002,4,17,5.79,11.12,2.03,58.06,7.48
2002,4,18,0.98,5.97,10.37,80.62,8.34
2002,4,19,6.35,0.31,0.07,63.75,6.27
2002,4,20,7.16,1.26,0.01,60.69,4.0
2002,4,21,2.92,-0.18,1.99,69.56,4.73
2002,4,22,6.55,2.02,0.08,63.44,3.19
2002,4,23,6.58,9.63,0.01,69.19,8.45
2002,4,24,2.25,3.37,2.06,61.25,10.44
2002,4,25,4.88,-2.07,0.13,53.19,9.03
2002,4,26,6.86,1.48,1.19,46.88,3.16
2002,4,27,1.69,1.05,7.22,86.56,7.69
2002,4,28,4.26,3.0,2.35,81.06,3.98
2002,4,29,4.6,5.48,0.63,68.56,7.04
2002,4,30,5.08,5.19,0.25,59.25,3.25
2002,5,1,4.51,3.31,0.16,54.06,4.77
2002,5,2,6.29,0.52,0.21,58.38,6.27
2002,5,3,7.44,8.06,0.01,56.25,8.19
2002,5,4,6.12,6.84,2.77,57.56,5.87
2002,5,5,1.6,7.4,0.91,67.0,5.96
2002,5,6,2.64,5.27,1.97,83.5,5.98
2002,5,7,4.76,2.9,12.86,74.06,4.24
2002,5,8,1.11,1.33,25.4,94.12,5.68
2002,5,9,3.05,1.39,1.21,82.56,9.92
2002,5,10,7.09,6.05,0.07,62.25,3.99
2002,5,11,2.49,6.69,6.87,80.06,4.58
2002,5,12,4.8,8.04,1.43,78.0,2.55
2002,5,13,4.52,7.63,0.38,77.06,6.75
2002,5,14,8.22,9.26,0.45,65.19,4.59
2002,5,15,6.39,12.58,0.27,69.88,7.72
2002,5,16,8.04,5.83,0.01,60.88,6.17
2002,5,17,7.25,5.07,0.0,58.62,4.64
2002,5,18,8.32,6.17,0.0,52.5,4.38
2002,5,19,8.44,5.74,0.05,60.31,4.62
2002,5,20,8.53,9.04,0.17,54.0,1.79
2002,5,21,8.63,11.84,0.0,49.56,7.16
2002,5,22,3.63,14.16,1.54,68.25,8.7
2002,5,23,3.21,6.76,0.09,65.19,7.47
2002,5,24,8.38,6.6,0.03,61.19,2.48
2002,5,25,5.25,11.11,0.16,60.5,4.74
2002,5,26,7.44,13.55,0.0,52.88,4.47
2002,5,27,8.55,16.09,0.0,50.25,2.31
2002,5,28,5.85,16.84,6.55,85.81,4.99
2002,5,29,6.28,19.52,6.0,78.81,2.98
2002,5,30,7.77,21.19,0.07,60.44,6.99
2002,5,31,8.64,20.55,0.18,54.19,4.85
2002,6,1,7.89,18.93,0.03,50.69,5.96
2002,6,2,3.16,14.57,0.54,55.38,4.87
2002,6,3,3.23,11.03,0.9,68.62,4.58
2002,6,4,7.13,12.87,0.01,59.44,2.84
2002,6,5,7.16,16.81,0.03,56.44,2.47
2002,6,6,6.25,20.06,0.98,59.38,6.36
2002,6,7,2.46,16.87,6.6,63.88,3.71
2002,6,8,7.05,17.64,0.18,55.25,3.87
2002,6,9,2.67,22.16,9.93,78.25,8.36
2002,6,10,3.17,23.31,2.74,80.62,7.04
2002,6,11,6.6,17.93,0.03,63.25,4.01
2002,6,12,6.68,17.98,0.95,59.25,5.07
2002,6,13,4.79,12.99,3.73,78.0,4.01
2002,6,14,7.28,17.09,2.32,69.75,5.11
2002,6,15,8.09,16.61,0.05,58.94,4.62
2002,6,16,6.82,18.21,0.16,51.94,4.45
2002,6,17,8.1,18.58,0.0,50.31,5.44
2002,6,18,4.69,19.76,21.09,73.81,7.67
2002,6,19,3.33,21.17,13.06,87.12,5.28
2002,6,20,6.99,16.96,0.06,59.19,4.02
2002,6,21,5.13,18.12,6.19,66.5,4.55
2002,6,22,1.81,22.37,42.14,87.62,5.94
2002,6,23,6.11,21.62,19.78,91.0,4.64
2002,6,24,6.98,22.73,5.54,82.31,4.7
2002,6,25,6.67,23.52,0.66,76.56,3.02
2002,6,26,8.04,21.16,0.19,75.56,5.2
2002,6,27,7.59,23.62,0.0,67.06,2.77
2002,6,28,7.13,23.99,0.0,66.56,4.72
2002,6,29,7.44,26.06,0.39,65.44,7.39
2002,6,30,7.98,25.69,0.38,56.5,5.7
2002,7,1,7.14,25.38,0.1,52.44,5.81
2002,7,2,5.79,21.92,0.61,54.81,2.95
2002,7,3,8.8,21.65,0.0,46.62,4.03
2002,7,4,3.93,21.01,0.15,53.19,5.13
2002,7,5,6.65,24.33,0.37,67.19,7.73
2002,7,6,6.42,25.6,3.96,71.75,4.74
2002,7,7,2.4,22.43,45.68,90.0,2.8
2002,7,8,7.74,22.64,15.11,78.94,5.3
2002,7,9,6.45,21.08,5.22,79.44,4.97
2002,7,10,3.11,15.62,49.4,88.06,8.43
2002,7,11,8.42,17.9,0.05,70.38,3.11
2002,7,12,7.63,19.59,0.01,71.81,2.51
2002,7,13,7.76,20.96,0.0,67.0,2.88
2002,7,14,7.81,21.31,0.0,66.12,2.84
2002,7,15,8.0,22.42,0.0,66.31,5.45
2002,7,16,7.49,24.46,0.0,69.19,4.95
2002,7,17,5.26,25.15,1.35,67.44,3.63
2002,7,18,6.88,21.43,6.13,80.38,4.45
2002,7,19,7.12,22.22,0.0,73.56,3.36
2002,7,20,3.07,24.01,2.74,82.81,4.09
2002,7,21,3.28,21.74,5.62,82.69,4.53
2002,7,22,4.97,16.65,0.79,63.25,6.41
2002,7,23,5.39,16.19,0.64,60.0,1.95
2002,7,24,4.03,18.01,9.97,85.56,5.84
2002,7,25,6.05,20.57,1.97,76.94,4.05
2002,7,26,7.47,22.75,0.8,61.81,2.32
2002,7,27,3.81,22.04,8.46,82.81,3.48
2002,7,28,4.74,22.04,0.36,66.56,3.15
2002,7,29,7.54,21.82,0.87,66.25,3.1
2002,7,30,7.7,22.33,2.08,55.5,3.52
2002,7,31,6.4,22.14,5.33,71.31,3.5
2002,8,1,6.45,18.2,1.58,66.62,6.61
2002,8,2,7.88,17.3,0.0,53.62,3.34
2002,8,3,2.88,17.29,10.88,79.12,3.11
2002,8,4,7.44,18.2,0.13,66.06,3.88
2002,8,5,7.49,19.19,0.06,56.38,4.41
2002,8,6,5.35,17.76,0.03,61.31,7.35
2002,8,7,5.53,21.82,0.19,68.81,6.69
2002,8,8,6.01,23.5,0.88,66.69,6.55
2002,8,9,5.75,22.67,7.94,67.94,5.38
2002,8,10,4.82,17.95,2.83,75.06,4.95
2002,8,11,6.91,23.01,0.74,63.75,3.95
2002,8,12,5.24,19.18,14.22,70.62,5.45
2002,8,13,7.2,18.31,0.01,54.06,4.2
2002,8,14,3.37,20.0,1.31,56.0,5.53
2002,8,15,3.99,17.22,8.4,77.69,4.95
2002,8,16,4.44,18.45,7.25,65.31,4.65
2002,8,17,3.88,14.5,14.15,66.38,10.38
2002,8,18,5.46,13.76,0.19,63.44,3.98
2002,8,19,7.1,16.64,0.05,58.56,3.69
2002,8,20,5.64,17.97,1.43,60.56,6.45
2002,8,21,2.48,18.93,0.72,82.06,3.6
2002,8,22,4.84,19.15,0.32,77.69,3.85
2002,8,23,5.16,20.22,0.22,71.38,1.89
2002,8,24,6.61,21.1,0.01,61.44,3.35
2002,8,25,6.33,22.25,0.03,46.44,1.43
2002,8,26,5.91,23.15,2.42,53.06,3.28
2002,8,27,5.38,19.97,1.92,71.75,4.66
2002,8,28,1.42,20.81,17.01,86.88,5.27
2002,8,29,3.79,20.5,2.84,89.56,3.63
2002,8,30,4.44,21.68,0.61,70.88,6.89
2002,8,31,4.68,22.64,4.18,69.44,8.01
2002,9,1,3.96,20.98,4.39,80.5,3.48
2002,9,2,4.39,18.44,4.27,71.5,6.37
2002,9,3,6.0,17.51,0.0,55.06,5.25
2002,9,4,5.47,20.38,1.42,59.62,6.98
2002,9,5,2.58,21.15,5.68,80.88,6.62
2002,9,6,5.57,22.68,0.04,76.06,6.2
2002,9,7,5.53,25.8,0.0,57.69,7.56
2002,9,8,5.25,26.05,0.43,50.44,7.3
2002,9,9,2.31,18.83,9.57,76.5,4.55
2002,9,10,5.76,17.19,0.41,62.81,3.15
2002,9,11,5.54,17.83,0.02,52.25,3.64
2002,9,12,5.61,18.99,0.0,53.38,5.17
2002,9,13,4.21,17.37,0.01,62.19,3.91
2002,9,14,4.97,13.36,0.01,61.5,6.26
2002,9,15,5.25,13.48,0.0,48.62,4.52
2002,9,16,5.4,18.36,0.14,53.81,3.55
2002,9,17,5.43,19.33,0.02,47.81,6.91
2002,9,18,2.49,19.15,10.02,83.56,6.23
2002,9,19,2.54,15.19,2.04,70.88,5.63
2002,9,20,3.94,13.83,0.0,54.38,5.49
2002,9,21,3.74,10.77,0.38,52.12,7.15
2002,9,22,3.35,8.25,0.11,55.06,5.51
2002,9,23,3.14,5.66,13.86,77.12,4.47
2002,9,24,3.35,8.14,0.03,64.25,5.59
2002,9,25,3.17,6.78,0.24,60.0,3.91
2002,9,26,4.9,8.42,0.0,48.75,4.45
2002,9,27,3.8,10.09,0.13,51.0,2.95
2002,9,28,2.06,6.06,2.75,86.88,2.63
2002,9,29,1.27,9.95,0.4,88.12,4.61
2002,9,30,3.38,15.95,0.14,77.88,4.03
2002,10,1,1.76,10.65,0.1,61.44,5.73
2002,10,2,3.12,3.9,0.56,68.25,3.49
2002,10,3,1.49,7.44,3.44,76.62,3.5
2002,10,4,1.65,6.29,14.4,81.81,6.74
2002,10,5,3.08,5.28,0.31,69.44,3.45
2002,10,6,2.51,3.35,7.85,75.75,5.89
2002,10,7,1.83,2.9,0.86,80.75,4.88
2002,10,8,1.23,5.05,0.5,82.69,4.81
2002,10,9,2.99,5.3,0.66,74.75,3.45
2002,10,10,2.84,10.05,0.92,84.06,5.09
2002,10,11,2.02,12.66,3.04,82.25,7.91
2002,10,12,2.05,3.48,1.11,72.88,6.41
2002,10,13,4.04,0.48,0.07,50.19,6.0
2002,10,14,2.21,4.84,1.05,69.25,8.01
2002,10,15,3.98,-0.75,0.04,62.75,5.04
2002,10,16,2.48,-1.14,0.19,54.0,2.48
2002,10,17,1.06,0.65,4.44,79.88,2.23
2002,10,18,1.0,0.86,5.82,89.12,5.09
2002,10,19,1.83,-3.1,0.08,79.75,5.0
2002,10,20,2.19,-3.27,1.39,80.25,2.49
2002,10,21,1.66,-1.49,0.79,79.38,3.82
2002,10,22,1.42,-2.73,0.01,66.88,3.93
2002,10,23,1.46,-2.77,0.0,65.62,1.34
2002,10,24,2.59,-2.67,0.02,70.44,2.55
2002,10,25,0.72,-1.0,0.13,80.38,2.83
2002,10,26,1.19,-0.62,0.24,81.38,3.77
2002,10,27,2.05,0.08,0.69,83.88,2.24
2002,10,28,0.74,0.42,2.68,92.56,4.7
2002,10,29,1.07,-0.29,1.5,93.12,3.97
2002,10,30,1.24,-4.0,0.06,69.44,5.17
2002,10,31,2.77,-5.7,0.0,69.88,5.67
2002,11,1,2.24,-3.37,0.01,64.44,7.42
2002,11,2,2.22,-1.33,0.0,74.81,2.91
2002,11,3,0.81,-2.33,0.0,76.81,5.99
2002,11,4,0.9,-3.12,0.01,81.94,2.71
2002,11,5,0.76,-1.14,0.33,87.75,3.62
2002,11,6,2.62,-2.24,0.0,68.25,4.75
2002,11,7,2.26,2.27,0.0,74.62,5.47
2002,11,8,2.32,1.88,0.02,90.94,4.5
2002,11,9,0.78,1.6,0.31,94.31,3.69
2002,11,10,0.62,-1.58,0.94,83.75,5.84
2002,11,11,1.19,-2.8,0.03,69.38,3.86
2002,11,12,1.34,-3.75,0.62,76.5,5.23
2002,11,13,0.63,-5.22,2.57,83.62,3.86
2002,11,14,1.77,-7.54,0.01,79.19,3.18
2002,11,15,1.9,-9.04,0.01,79.62,2.09
2002,11,16,0.83,-5.81,0.0,86.69,4.11
2002,11,17,1.2,-3.27,0.03,84.19,7.15
2002,11,18,2.08,0.07,0.11,88.5,4.88
2002,11,19,1.67,-0.03,0.03,89.75,4.63
2002,11,20,1.88,-0.07,1.23,86.75,3.72
2002,11,21,1.06,-1.31,0.27,82.88,5.97
2002,11,22,0.96,-3.88,0.53,86.06,4.66
2002,11,23,1.17,-2.86,0.22,77.62,9.01
2002,11,24,1.18,-7.87,0.34,81.0,6.8
2002,11,25,1.52,-10.37,0.01,82.12,2.35
2002,11,26,1.71,-11.1,0.02,85.5,2.14
2002,11,27,1.2,-7.92,0.02,81.44,4.36
2002,11,28,1.57,-2.67,0.0,86.94,6.08
2002,11,29,1.12,-2.55,0.2,79.38,11.47
2002,11,30,1.92,-11.13,0.02,68.81,7.29
2002,12,1,0.99,-6.99,0.09,74.81,4.27
2002,12,2,1.81,-16.58,0.03,67.38,4.59
2002,12,3,1.42,-14.48,0.35,75.75,1.94
2002,12,4,1.73,-13.27,0.04,76.81,3.56
2002,12,5,1.35,-12.24,0.02,80.81,4.75
2002,12,6,1.49,-8.55,0.0,94.69,6.01
2002,12,7,1.44,-8.38,0.0,77.38,6.11
2002,12,8,1.79,-14.08,0.0,67.12,4.41
2002,12,9,1.68,-4.98,0.0,83.0,6.75
2002,12,10,1.66,-1.92,0.01,89.56,4.32
2002,12,11,1.48,-2.23,0.03,91.5,4.82
2002,12,12,1.39,-1.83,0.0,94.44,3.34
2002,12,13,1.73,-1.17,0.2,91.62,4.18
2002,12,14,1.53,-1.0,0.01,92.19,5.53
2002,12,15,0.63,-3.38,0.01,86.69,6.91
2002,12,16,0.4,-6.92,0.7,80.88,10.28
2002,12,17,0.6,-3.11,0.62,86.56,9.75
2002,12,18,0.44,-0.93,4.66,94.75,5.38
2002,12,19,0.75,-3.25,1.9,91.5,5.7
2002,12,20,0.84,-6.1,1.21,88.0,8.49
2002,12,21,0.81,-7.85,0.15,90.56,6.66
2002,12,22,0.99,-9.81,0.38,88.62,7.69
2002,12,23,1.25,-12.02,0.08,83.88,8.03
2002,12,24,1.17,-11.52,0.21,87.31,3.32
2002,12,25,1.66,-12.88,0.02,94.75,4.23
2002,12,26,1.7,-8.7,0.14,91.94,4.45
2002,12,27,1.72,-5.85,0.15,87.31,5.7
2002,12,28,1.35,-2.52,0.97,93.94,1.8
2002,12,29,0.85,-3.1,0.08,96.75,7.06
2002,12,30,1.62,-5.87,0.03,86.0,8.84
2002,12,31,1.71,-11.79,0.01,83.0,4.76
2003,1,1,1.39,-9.92,0.01,84.94,4.33
2003,1,2,1.47,-9.2,0.02,93.44,2.85
2003,1,3,1.25,-6.7,0.13,92.44,5.85
2003,1,4,0.57,-3.91,0.28,96.5,4.09
2003,1,5,0.76,-6.94,0.07,93.75,5.37
2003,1,6,0.7,-7.77,0.02,91.12,5.24
2003,1,7,1.32,-0.42,0.01,88.94,7.91
2003,1,8,1.78,-0.33,0.05,85.56,9.34
2003,1,9,1.49,-7.27,0.62,74.5,10.91
2003,1,10,1.86,-16.13,0.06,71.81,9.84
2003,1,11,1.85,-19.11,0.0,79.31,6.12
2003,1,12,1.72,-16.71,0.0,73.94,8.3
2003,1,13,1.47,-20.01,0.11,81.69,4.91
2003,1,14,2.1,-19.75,0.06,82.44,7.72
2003,1,15,1.92,-17.86,0.03,76.88,4.91
2003,1,16,2.2,-16.43,0.0,74.06,7.45
2003,1,17,1.85,-14.3,0.55,82.38,7.39
2003,1,18,1.93,-16.99,0.05,79.88,8.53
2003,1,19,1.77,-15.73,0.07,83.69,7.27
2003,1,20,1.98,-19.0,0.01,79.5,5.28
2003,1,21,2.11,-20.41,0.04,83.12,4.43
2003,1,22,2.26,-23.88,0.01,79.69,7.17
2003,1,23,2.01,-23.68,0.07,68.81,4.06
2003,1,24,1.33,-15.66,0.18,81.75,4.81
2003,1,25,2.25,-18.0,0.34,74.88,7.55
2003,1,26,2.46,-22.2,0.02,81.38,5.18
2003,1,27,1.34,-13.12,1.47,92.25,7.22
2003,1,28,2.39,-13.92,0.05,75.25,5.98
2003,1,29,2.38,-16.45,0.09,79.81,4.8
2003,1,30,1.16,-8.52,1.95,97.19,5.44
2003,1,31,1.39,-5.6,0.5,90.69,3.25
2003,2,1,0.82,-3.83,0.29,94.62,4.19
2003,2,2,0.88,-3.84,0.37,94.31,3.7
2003,2,3,2.18,-9.35,0.22,83.75,9.7
2003,2,4,2.77,-16.85,0.01,75.38,7.81
2003,2,5,2.57,-14.2,0.25,82.0,4.34
2003,2,6,2.86,-18.94,0.02,80.94,6.18
2003,2,7,2.59,-13.49,0.38,83.38,9.05
2003,2,8,2.96,-17.5,0.07,76.25,8.69
2003,2,9,2.76,-17.45,0.03,79.88,8.43
2003,2,10,3.13,-22.86,0.12,71.88,6.09
2003,2,11,2.51,-17.63,0.35,81.69,9.57
2003,2,12,3.1,-17.47,0.01,74.81,7.16
2003,2,13,3.24,-13.87,0.01,77.56,3.82
2003,2,14,2.11,-14.44,0.03,71.88,5.48
2003,2,15,3.32,-17.71,0.0,81.62,3.63
2003,2,16,3.09,-11.41,0.1,83.19,8.16
2003,2,17,2.75,-6.93,1.5,84.38,9.31
2003,2,18,2.44,-9.23,0.64,86.38,8.46
2003,2,19,3.58,-5.8,0.01,87.0,5.58
2003,2,20,2.76,-5.59,0.01,82.94,5.58
2003,2,21,3.13,-12.96,0.33,76.31,6.32
2003,2,22,3.89,-15.67,0.02,71.69,5.38
2003,2,23,3.86,-18.49,0.18,70.81,6.03
2003,2,24,3.97,-22.65,0.04,69.06,6.01
2003,2,25,3.98,-16.31,0.0,73.44,6.45
2003,2,26,4.01,-11.58,0.0,77.5,4.06
2003,2,27,4.03,-7.85,0.01,80.12,3.95
2003,2,28,3.67,-8.99,0.06,82.44,2.95
2003,3,1,3.03,-10.82,0.24,81.56,8.2
2003,3,2,4.54,-22.13,0.09,63.19,4.41
2003,3,3,2.85,-13.91,1.63,79.19,7.57
2003,3,4,4.65,-18.33,0.03,74.75,5.47
2003,3,5,4.65,-17.44,0.08,74.31,4.47
2003,3,6,3.56,-9.83,2.05,83.81,8.05
2003,3,7,4.35,-16.91,0.49,71.94,6.12
2003,3,8,4.86,-18.26,0.21,64.06,7.34
2003,3,9,4.76,-20.07,0.11,75.0,9.94
2003,3,10,4.66,-16.02,0.14,81.69,4.62
2003,3,11,3.98,-10.1,0.4,86.38,5.27
2003,3,12,4.31,-11.52,1.46,77.38,2.41
2003,3,13,3.04,-7.11,0.01,83.81,6.3
2003,3,14,4.58,1.98,0.04,91.56,5.23
2003,3,15,4.45,5.71,0.05,88.94,5.1
2003,3,16,3.69,5.0,0.01,83.38,4.06
2003,3,17,2.38,3.02,0.51,85.19,6.36
2003,3,18,2.1,1.75,0.32,83.38,6.73
2003,3,19,2.97,2.62,0.23,80.19,3.71
2003,3,20,1.36,2.01,0.49,79.62,5.78
2003,3,21,2.09,2.13,1.13,79.38,6.59
2003,3,22,5.14,5.8,0.25,59.38,3.64
2003,3,23,3.79,9.3,0.43,63.31,4.96
2003,3,24,3.35,5.83,0.04,54.12,9.89
2003,3,25,3.49,1.98,0.12,69.31,4.97
2003,3,26,3.51,3.52,1.52,61.94,2.34
2003,3,27,1.53,1.47,1.68,86.62,5.49
2003,3,28,4.17,0.94,0.21,66.94,8.09
2003,3,29,4.88,-1.41,0.07,69.19,6.27
2003,3,30,3.76,0.51,0.01,54.69,3.08
2003,3,31,4.3,5.05,1.72,68.94,6.15
2003,4,1,3.75,3.71,2.12,74.38,5.05
2003,4,2,2.58,-1.22,3.19,76.38,9.93
2003,4,3,2.03,-4.08,2.83,74.62,11.65
2003,4,4,2.88,-5.07,0.43,70.94,6.75
2003,4,5,5.37,-3.36,0.02,59.5,1.77
2003,4,6,5.91,-0.66,0.0,63.81,6.02
2003,4,7,5.23,-0.88,0.0,61.62,5.95
2003,4,8,6.24,1.9,0.0,60.5,4.1
2003,4,9,6.38,8.21,0.0,48.75,7.42
2003,4,10,6.46,8.86,0.0,51.0,6.14
2003,4,11,6.56,8.61,0.0,43.31,4.4
2003,4,12,6.46,8.47,0.0,56.44,6.16
2003,4,13,5.36,15.67,0.0,50.0,9.98
2003,4,14,5.8,17.29,0.04,57.25,4.7
2003,4,15,4.34,8.98,2.67,71.31,8.48
2003,4,16,2.76,-1.1,17.85,72.62,11.66
2003,4,17,3.55,-0.88,2.82,84.81,3.55
2003,4,18,4.27,1.16,4.92,84.25,5.97
2003,4,19,1.22,1.9,7.43,94.69,5.34
2003,4,20,1.67,4.66,3.76,89.12,7.42
2003,4,21,7.2,7.34,0.0,60.94,6.87
2003,4,22,7.25,7.65,0.0,57.0,3.2
2003,4,23,7.07,11.23,0.0,59.88,5.53
2003,4,24,6.17,12.08,0.02,60.81,4.34
2003,4,25,6.97,9.67,0.13,61.81,4.16
2003,4,26,6.02,11.54,1.07,66.25,4.05
2003,4,27,6.7,12.27,0.31,57.38,9.55
2003,4,28,5.54,6.05,0.0,62.31,5.7
2003,4,29,6.62,6.95,0.0,54.62,2.35
2003,4,30,7.14,8.97,0.0,49.56,2.21
2003,5,1,7.65,9.3,0.02,51.06,5.16
2003,5,2,7.32,9.29,0.0,47.75,3.64
2003,5,3,5.87,11.14,1.33,66.0,6.73
2003,5,4,3.62,10.19,5.63,70.38,8.92
2003,5,5,2.73,8.3,8.17,78.88,8.75
2003,5,6,2.33,9.26,5.82,82.0,5.73
2003,5,7,7.1,12.84,0.5,66.38,2.67
2003,5,8,5.52,12.41,6.3,72.69,7.19
2003,5,9,1.69,6.62,16.57,88.12,5.49
2003,5,10,2.41,7.84,2.08,81.75,3.76
2003,5,11,5.53,9.37,1.7,71.06,9.73
2003,5,12,7.27,11.31,0.03,54.56,4.34
2003,5,13,6.99,13.77,0.09,49.0,3.47
2003,5,14,5.67,13.21,1.24,71.38,4.48
2003,5,15,7.53,15.19,0.0,53.94,3.92
2003,5,16,6.69,15.07,0.2,65.88,4.16
2003,5,17,4.35,17.79,0.68,58.94,5.6
2003,5,18,3.51,17.01,8.8,75.94,6.56
2003,5,19,2.3,10.78,10.39,73.94,7.21
2003,5,20,8.34,9.23,0.07,52.88,4.36
